"grid","easting","northing","era5_raw","era5_smooth","residual_pct"
"NN00",205000,705000,878145.937777778,879931.071761945,-0.202872025031773
"NN01",205000,715000,878145.937777778,864916.119129946,1.52960713243967
"NN02",205000,725000,839670.666666667,851308.230172468,-1.367021143851
"NN03",205000,735000,839670.666666667,839647.984807711,0.00270135334884532
"NN04",205000,745000,839670.666666667,830141.644039569,1.14787912346235
"NN05",205000,755000,818089.226666667,822717.41036731,-0.562548408763675
"NN06",205000,765000,818089.226666667,817207.680494607,0.107872967068334
"NN07",205000,775000,818089.226666667,813397.558093098,0.576798949896983
"NN08",205000,785000,812602.595555556,811118.248622811,0.183000066299166
"NN09",205000,795000,812602.595555556,810304.34918144,0.28362755012203
"NN10",215000,705000,869046.133333333,869510.720124941,-0.0534308296441468
"NN11",215000,715000,869046.133333333,855920.226623402,1.53354323237731
"NN12",215000,725000,832781.404444444,843700.52007342,-1.29419330309585
"NN13",215000,735000,832781.404444444,833398.420133927,-0.0740361002104522
"NN14",215000,745000,832781.404444444,825262.350030315,0.911110801777537
"NN15",215000,755000,812517.653333333,819241.435929004,-0.820732729179678
"NN16",215000,765000,812517.653333333,815105.386368758,-0.317472204048733
"NN17",215000,775000,812517.653333333,812558.597055021,-0.00503886388451628
"NN18",215000,785000,810139.715555556,811341.904432407,-0.148172905933282
"NN19",215000,795000,810139.715555556,811305.834040593,-0.143733526385455
"NN20",225000,705000,851980.213333333,861768.528194191,-1.13584037251493
"NN21",225000,715000,851980.213333333,849850.00119648,0.250657425881531
"NN22",225000,725000,830094.666666667,839139.124714212,-1.07782580756512
"NN23",225000,735000,830094.666666667,830168.834808718,-0.00893410339461348
"NN24",225000,745000,830094.666666667,823240.259215655,0.832613246774702
"NN25",225000,755000,817157.031111111,818326.638607597,-0.142926728925281
"NN26",225000,765000,817157.031111111,815212.440004519,0.238537957858173
"NN27",225000,775000,817157.031111111,813582.200216408,0.439393941233319
"NN28",225000,785000,810139.715555556,813143.545913334,-0.369409604598721
"NN29",225000,795000,810139.715555556,813708.001256928,-0.43852164361918
"NN30",235000,705000,851980.213333333,856998.972880187,-0.585620252260808
"NN31",235000,715000,851980.213333333,846673.150927977,0.626813593833644
"NN32",235000,725000,830094.666666667,837377.673654961,-0.869739810055572
"NN33",235000,735000,830094.666666667,829599.345191025,0.0597061073532588
"NN34",235000,745000,830094.666666667,823615.749473404,0.786643188574909
"NN35",235000,755000,817157.031111111,819459.746274277,-0.281004060740602
"NN36",235000,765000,817157.031111111,816979.681903655,0.0217079091909296
"NN37",235000,775000,817157.031111111,815915.975806184,0.152105773355079
"NN38",235000,785000,813913.724444444,816009.091337434,-0.256782297554441
"NN39",235000,795000,813913.724444444,817117.415828912,-0.392072341429364
"NN40",245000,705000,848612.711111111,855349.687563493,-0.787628329130836
"NN41",245000,715000,848612.711111111,846427.337265428,0.25818800379766
"NN42",245000,725000,830850.808888889,838349.33718008,-0.894439580093612
"NN43",245000,735000,830850.808888889,831534.693542159,-0.082243670478341
"NN44",245000,745000,830850.808888889,826221.519804914,0.56029635793898
"NN45",245000,755000,820824.96,822491.830510504,-0.202661041565504
"NN46",245000,765000,820824.96,820299.640651921,0.0640399339516833
"NN47",245000,775000,820824.96,819509.517270237,0.160515857600415
"NN48",245000,785000,820163.52,819955.052053615,0.0254243139136042
"NN49",245000,795000,820163.52,821474.434039632,-0.159580625435365
"NN50",255000,705000,852003.608888889,856832.249277866,-0.56354559402336
"NN51",255000,715000,852003.608888889,849104.830865083,0.341392242563531
"NN52",255000,725000,835975.377777778,842054.242068058,-0.721908873156543
"NN53",255000,735000,835975.377777778,836007.83769889,-0.00388272928177682
"NN54",255000,745000,835975.377777778,831164.778657457,0.578778028598717
"NN55",255000,755000,834862.951111111,827631.046559747,0.873807789283079
"NN56",255000,765000,834862.951111111,825463.538495845,1.13868295532394
"NN57",255000,775000,820824.96,824690.275684834,-0.468699073918941
"NN58",255000,785000,820163.52,825258.39813016,-0.61736761985141
"NN59",255000,795000,820163.52,827094.247009282,-0.837960974138455
"NN60",265000,705000,852003.608888889,861345.030479686,-1.08451564242438
"NN61",265000,715000,852003.608888889,854673.11811555,-0.312342715604251
"NN62",265000,725000,835975.377777778,848550.909991243,-1.48200091065785
"NN63",265000,735000,835975.377777778,843201.325642715,-0.856965904249399
"NN64",265000,745000,835975.377777778,838744.672337661,-0.330171344297757
"NN65",265000,755000,834862.951111111,835290.195132219,-0.0511491722993404
"NN66",265000,765000,834862.951111111,832993.863175856,0.224381957404715
"NN67",265000,775000,834862.951111111,832033.470965249,0.340068067523781
"NN68",265000,785000,835625.884444444,832515.440126435,0.373620015688538
"NN69",265000,795000,835625.884444444,834528.474518563,0.131500596970627
"NN70",275000,705000,872081.066666667,868697.131469061,0.389541426467389
"NN71",275000,715000,872081.066666667,863081.439651006,1.04273207628
"NN72",275000,725000,851818.862222222,857939.049995112,-0.71335927335683
"NN73",275000,735000,851818.862222222,853346.379588584,-0.179003204665615
"NN74",275000,745000,851818.862222222,849295.680672436,0.297091061123525
"NN75",275000,755000,846672.746666667,845893.069757201,0.0921720412829289
"NN76",275000,765000,846672.746666667,843363.03969286,0.392441548661215
"NN77",275000,775000,846672.746666667,842075.928836284,0.545891133206444
"NN78",275000,785000,852631.786666667,842250.620769222,1.23255069707913
"NN79",275000,795000,852631.786666667,844233.678996065,0.994761033531404
"NN80",285000,705000,884256.906666667,878633.244176812,0.640046632326497
"NN81",285000,715000,884256.906666667,874213.309880676,1.1488725546127
"NN82",285000,725000,878848.213333333,870202.524057195,0.993526108822248
"NN83",285000,735000,878848.213333333,866453.383237929,1.43052475011233
"NN84",285000,745000,878848.213333333,862844.492742183,1.85476302227869
"NN85",285000,755000,846672.746666667,859502.130344213,-1.49265292366504
"NN86",285000,765000,846672.746666667,856686.355111782,-1.16887684569329
"NN87",285000,775000,846672.746666667,854903.704084167,-0.962793514424827
"NN88",285000,785000,852631.786666667,854567.491868024,-0.226512852381769
"NN89",285000,795000,852631.786666667,856262.184859781,-0.423982076670676
"NN90",295000,705000,884256.906666667,890869.197866425,-0.74222918646129
"NN91",295000,715000,884256.906666667,887881.76463014,-0.408259084472091
"NN92",295000,725000,878848.213333333,885180.988456932,-0.715421502063485
"NN93",295000,735000,878848.213333333,882373.563107476,-0.399530303438271
"NN94",295000,745000,878848.213333333,879269.503297878,-0.047913633188056
"NN95",295000,755000,868387.075555556,875939.547531331,-0.8622138362243
"NN96",295000,765000,868387.075555556,872738.291733023,-0.498570558744177
"NN97",295000,775000,868387.075555556,870249.689869793,-0.214032172136246
"NN98",295000,785000,872183.911111111,869120.710339322,0.352448254350492
"NN99",295000,795000,872183.911111111,870139.3078157,0.234974248036606
"NO00",305000,705000,908495.217777778,905014.482575382,0.384605469792126
"NO01",305000,715000,908495.217777778,903708.851471789,0.529635877549863
"NO02",305000,725000,908260.071111111,902458.355697201,0.642879017883135
"NO03",305000,735000,908260.071111111,900694.33539408,0.83998926380733
"NO04",305000,745000,908260.071111111,898097.496498556,1.13156696819405
"NO05",305000,755000,899744.337777778,894712.849422991,0.562357895947441
"NO06",305000,765000,899744.337777778,890957.381502215,0.986237552771359
"NO07",305000,775000,899744.337777778,887515.72452265,1.37784750368278
"NO08",305000,785000,894784.96,885281.942495157,1.07344531145177
"NO09",305000,795000,894784.96,885254.749751746,1.0765500270884
"NO10",315000,705000,936855.164444444,920582.765438447,1.76761934036941
"NO11",315000,715000,936855.164444444,921137.71293878,1.70630854484501
"NO12",315000,725000,908260.071111111,921393.903203952,-1.42543075737428
"NO13",315000,735000,908260.071111111,920643.421883161,-1.34507568051918
"NO14",315000,745000,908260.071111111,918469.146576757,-1.11153167242428
"NO15",315000,755000,899744.337777778,914930.209183787,-1.65978467576851
"NO16",315000,765000,899744.337777778,910461.238231246,-1.17708475698407
"NO17",315000,775000,899744.337777778,905853.555243615,-0.674415575285167
"NO18",315000,785000,894784.96,902230.145180179,-0.825198007398917
"NO19",315000,795000,894784.96,900819.568330944,-0.66990200291999
"NO20",325000,705000,936855.164444444,937031.977551373,-0.0188694848376907
"NO21",325000,715000,936855.164444444,939428.040770776,-0.273876892605928
"NO22",325000,725000,942112.355555556,941105.041178129,0.10703527590985
"NO23",325000,735000,942112.355555556,941202.014721336,0.0967210885634739
"NO24",325000,745000,942112.355555556,939303.095437212,0.299079193072983
"NO25",325000,755000,921993.866666667,935469.166418433,-1.44048571941269
"NO26",325000,765000,921993.866666667,930199.217288767,-0.882106807831556
"NO27",325000,775000,921993.866666667,924299.63277127,-0.249460891560693
"NO28",325000,785000,915245.28,919097.05137368,-0.419082116292579
"NO29",325000,795000,915245.28,916041.740291967,-0.0869458515845515
"NO30",335000,705000,963681.706666667,953737.858014136,1.04261863665927
"NO31",335000,715000,963681.706666667,957760.233433316,0.618262590849486
"NO32",335000,725000,974650.453333333,960648.225883016,1.4575811491711
"NO33",335000,735000,974650.453333333,961343.303139214,1.38422456896152
"NO34",335000,745000,974650.453333333,959344.548956173,1.59545435410189
"NO35",335000,755000,959000.302222222,955040.336420663,0.414638591747899
"NO36",335000,765000,959000.302222222,949002.707336583,1.05348433764722
"NO37",335000,775000,959000.302222222,941919.451140001,1.81340889197565
"NO38",335000,785000,931843.022222222,935143.084786061,-0.352893863787034
"NO39",335000,795000,931843.022222222,930423.25359397,0.152593846162824
"NO40",345000,705000,963681.706666667,970044.6693081,-0.655945323216066
"NO41",345000,715000,963681.706666667,975211.693058478,-1.1823060032895
"NO42",345000,725000,974650.453333333,978900.297407835,-0.434144732181167
"NO43",345000,735000,974650.453333333,979964.496901813,-0.542268988854246
"NO44",345000,745000,974650.453333333,977855.386459456,-0.327751237095177
"NO45",345000,755000,959000.302222222,973064.7660947,-1.44537798125448
"NO46",345000,765000,959000.302222222,966181.231875856,-0.743228021485401
"NO47",345000,775000,959000.302222222,958026.276633881,0.101670028484296
"NO48",345000,785000,931843.022222222,949876.294850301,-1.89848643721773
"NO49",345000,795000,931843.022222222,943666.870391279,-1.25296845105463
"NO50",355000,705000,985860.16,985441.037701247,0.0425314435585815
"NO51",355000,715000,985860.16,991050.939321737,-0.523765138176353
"NO52",355000,725000,994190.062222222,995009.361989423,-0.0823409103973263
"NO53",355000,735000,994190.062222222,996281.36296941,-0.209910656258247
"NO54",355000,745000,994190.062222222,994277.836318213,-0.00882792442762647
"NO55",355000,755000,986485.422222222,989244.535916561,-0.278911188706485
"NO56",355000,765000,986485.422222222,981666.818970748,0.490859338255607
"NO57",355000,775000,986485.422222222,972493.308290298,1.4387876824081
"NO58",355000,785000,953636.248888889,963217.063079657,-0.994668238136827
"NO59",355000,795000,953636.248888889,955821.241333531,-0.228598439766173
"NO60",365000,705000,1009740.97777778,999697.936754863,1.00460755731033
"NO61",365000,715000,1009740.97777778,1005031.36977283,0.46860308509671
"NO63",365000,735000,1014417.77777778,1009938.58684533,0.44351121848266
"NO64",365000,745000,1014417.77777778,1008231.79996326,0.613547183767093
"NO65",365000,755000,1001839.60888889,1003238.00017227,-0.139387790647683
"NO66",365000,765000,1001839.60888889,995278.924461019,0.659180483644138
"NO67",365000,775000,1001839.60888889,985441.12469683,1.66407548671198
"NO68",365000,785000,980657.582222222,975372.432711766,0.541859635684228
"NO69",365000,795000,980657.582222222,967157.869171284,1.39581277072229
"NO74",375000,745000,1014417.77777778,1019501.88650542,-0.498685563502454
"NO75",375000,755000,1001839.60888889,1014610.31926771,-1.25868130220039
"NO76",375000,765000,1001839.60888889,1006669.498388,-0.479788997962169
"NO77",375000,775000,1001839.60888889,996825.726521205,0.502984848232372
"NO78",375000,785000,980657.582222222,986633.320413383,-0.60566961073816
"NO79",375000,795000,980657.582222222,978167.373422396,0.254579008407671
"NO86",385000,765000,1016067.57333333,1016532.17219485,-0.0457042948783808
"NO87",385000,775000,1016067.57333333,1007159.46339337,0.884478601824014
"NO88",385000,785000,994038.791111111,997482.784463117,-0.345268450308072
"NO89",385000,795000,994038.791111111,989303.168130878,0.47868268623665
"NO98",395000,785000,1005912.78222222,1008446.67464548,-0.251266872801828
"NO99",395000,795000,1005912.78222222,1001065.50640015,0.484211651593347
"NR15",115000,655000,1021940.83555556,1028858.07512978,-0.672322037551066
"NR16",115000,665000,1021940.83555556,1023269.24409627,-0.129820039875309
"NR23",125000,635000,1017324.12444444,1037420.28113685,-1.93712780228107
"NR24",125000,645000,1017324.12444444,1029011.64260774,-1.13580038158566
"NR25",125000,655000,1021940.83555556,1021627.8457288,0.0306363836953321
"NR26",125000,665000,1021940.83555556,1015322.82859599,0.65181307591798
"NR27",125000,675000,1007707.62666667,1010089.01689023,-0.235760431381689
"NR33",135000,635000,1017324.12444444,1032408.73421815,-1.46110830659826
"NR34",135000,645000,1028456.37333333,1023885.89689389,0.44638532997737
"NR35",135000,655000,1028456.37333333,1015984.0428015,1.22761086851738
"NR36",135000,665000,1028456.37333333,1008759.2263582,1.95261133285942
"NR37",135000,675000,1001138.77333333,1002101.2772806,-0.0960485700483401
"NR38",135000,685000,1001138.77333333,995566.897698201,0.559668631813214
"NR39",135000,695000,1001138.77333333,988911.188183259,1.23646949252726
"NR44",145000,645000,1016194.72,1019831.69362659,-0.356624887157494
"NR45",145000,655000,1016194.72,1011371.6533623,0.476883707553846
"NR46",145000,665000,1016194.72,1002979.84229843,1.3175616442385
"NR47",145000,675000,984341.422222222,994565.97535949,-1.02804171775256
"NR48",145000,685000,984341.422222222,985941.738279172,-0.162313450665241
"NR49",145000,695000,984341.422222222,977058.710988053,0.74537089248244
"NR50",155000,605000,1044908.71111111,1045180.13914958,-0.0259694983005199
"NR51",155000,615000,1044908.71111111,1038640.80564573,0.603471905909124
"NR56",155000,665000,1016194.72,996978.755657219,1.92741963996153
"NR57",155000,675000,984341.422222222,986779.274181164,-0.247051394645918
"NR58",155000,685000,984341.422222222,975931.664535212,0.861715834480585
"NR59",155000,695000,984341.422222222,964633.530757507,2.04304441389666
"NR60",165000,605000,1044908.71111111,1036845.19762642,0.777696950629756
"NR61",165000,615000,1044908.71111111,1031161.57484481,1.33316995140863
"NR62",165000,625000,1035011.53777778,1024898.03418856,0.98678144087049
"NR63",165000,635000,1035011.53777778,1017855.46617561,1.68551156547068
"NR64",165000,645000,1008040.83555556,1009730.70436227,-0.167358365890617
"NR65",165000,655000,1008040.83555556,1000306.87206199,0.773159088432561
"NR66",165000,665000,1008040.83555556,989683.890188146,1.8548291580173
"NR67",165000,675000,962318.737777778,977930.073300653,-1.59636521558079
"NR68",165000,685000,962318.737777778,965068.640037256,-0.284943696789468
"NR69",165000,695000,962318.737777778,951525.347502807,1.13432503961105
"NR70",175000,605000,1038334.96888889,1026296.83442435,1.17296809858036
"NR71",175000,615000,1013414.50666667,1021205.00521556,-0.762873126268308
"NR72",175000,625000,1013414.50666667,1015604.01903519,-0.215587209925179
"NR73",175000,635000,1013414.50666667,1008967.51252493,0.44074700984246
"NR74",175000,645000,984401.12,1001144.75286369,-1.67244874587735
"NR75",175000,655000,984401.12,991658.889882385,-0.731881694041548
"NR76",175000,665000,984401.12,980338.724678201,0.414386907253163
"NR77",175000,675000,943359.271111111,967412.546595756,-2.48635140915697
"NR78",175000,685000,943359.271111111,953019.950204658,-1.01369117104756
"NR79",175000,695000,943359.271111111,937711.357266995,0.602308354308274
"NR82",185000,625000,1013414.50666667,1003150.23999877,1.02320333072994
"NR83",185000,635000,1013414.50666667,996827.884160226,1.66394046254174
"NR84",185000,645000,984401.12,989215.33376423,-0.486669949394186
"NR85",185000,655000,984401.12,979928.988450011,0.456373023219008
"NR86",185000,665000,984401.12,968463.233990569,1.64568828738688
"NR87",185000,675000,943359.271111111,954912.953324284,-1.20991993803749
"NR88",185000,685000,943359.271111111,939673.58865149,0.392230079054418
"NR89",185000,695000,943359.271111111,923414.673419529,2.15987446005433
"NR91",195000,615000,989852.231111111,993206.026162358,-0.337673651075735
"NR92",195000,625000,989852.231111111,987875.466134188,0.200102649037202
"NR93",195000,635000,989852.231111111,981761.393041105,0.824114507593784
"NR94",195000,645000,960557.493333333,974353.133751963,-1.41587684595492
"NR95",195000,655000,960557.493333333,965323.149548234,-0.493685064647153
"NR96",195000,665000,960557.493333333,954083.048075462,0.678603950770507
"NR97",195000,675000,921824.355555556,940617.754030437,-1.99798466426489
"NR98",195000,685000,921824.355555556,925389.256444847,-0.385232578016682
"NR99",195000,695000,921824.355555556,909112.67675978,1.39825118719958
"NS00",205000,605000,982449.653333333,982540.81232973,-0.00927788395687923
"NS01",205000,615000,952669.191111111,976434.496729241,-2.43388631779571
"NS02",205000,625000,952669.191111111,970642.449810552,-1.85168685986782
"NS03",205000,635000,952669.191111111,964524.946722478,-1.22918081607466
"NS04",205000,645000,939566.986666667,957411.734588865,-1.86385306107215
"NS05",205000,655000,939566.986666667,948777.050634084,-0.97073005309963
"NS06",205000,665000,939566.986666667,938139.930449839,0.152115496900706
"NS07",205000,675000,899650.56,925408.846237171,-2.78344931993109
"NS08",205000,685000,921824.355555556,911009.797048434,1.18709574168788
"NS09",205000,695000,921824.355555556,895574.789664463,2.93103001491675
"NS10",215000,605000,982449.653333333,966317.998855019,1.66939397769979
"NS14",215000,645000,939566.986666667,939786.683171644,-0.0233772736846769
"NS15",215000,655000,939566.986666667,931791.181190913,0.834500865936017
"NS16",215000,665000,939566.986666667,922142.194865301,1.88959922866458
"NS17",215000,675000,899650.56,910678.697807559,-1.21098010023829
"NS18",215000,685000,899650.56,897668.075811007,0.220848244736998
"NS19",215000,695000,899650.56,883688.562713483,1.80629216672255
"NS20",225000,605000,958848.017777778,951178.810823576,0.806284461652492
"NS21",225000,615000,922015.697777778,943278.389941673,-2.25412692484241
"NS22",225000,625000,922015.697777778,936358.578870826,-1.53177227364588
"NS23",225000,635000,922015.697777778,929945.517795585,-0.852718773956167
"NS24",225000,645000,917925.582222222,923441.91366724,-0.597366370680626
"NS25",225000,655000,917925.582222222,916212.72626002,0.186949592939398
"NS26",225000,665000,917925.582222222,907748.41827858,1.12114367138656
"NS27",225000,675000,880611.164444444,897787.257279608,-1.91315845662693
"NS28",225000,685000,880611.164444444,886451.651422104,-0.658861311645135
"NS29",225000,695000,880611.164444444,874218.051214709,0.731295037988743
"NS30",235000,605000,941853.76,938294.645582868,0.379317353444056
"NS31",235000,615000,916900.142222222,929944.796608955,-1.40273427350745
"NS32",235000,625000,916900.142222222,922750.604976348,-0.634024266424214
"NS33",235000,635000,916900.142222222,916367.595061844,0.0581150144601869
"NS34",235000,645000,903876.746666667,910244.510170148,-0.699566262947387
"NS35",235000,655000,917925.582222222,903761.783662642,1.56720485592774
"NS36",235000,665000,917925.582222222,896422.047526309,2.39881814099199
"NS37",235000,675000,880611.164444444,887918.853760996,-0.823013193784365
"NS38",235000,685000,880611.164444444,878236.684352552,0.270369039940858
"NS39",235000,695000,880611.164444444,867739.262375724,1.48338361842471
"NS40",245000,605000,941853.76,928543.894567224,1.43341262708746
"NS41",245000,615000,916900.142222222,920181.073322089,-0.356552769339406
"NS42",245000,625000,916900.142222222,913140.032044783,0.411778045588335
"NS43",245000,635000,916900.142222222,907039.089031389,1.08716959501306
"NS44",245000,645000,903876.746666667,901390.940265214,0.27577450475828
"NS45",245000,655000,903876.746666667,895585.442450762,0.925797118052266
"NS46",245000,665000,903876.746666667,889176.3183109,1.65326359384969
"NS47",245000,675000,877001.457777778,881854.957139142,-0.550373882016761
"NS48",245000,685000,877001.457777778,873573.585618082,0.392396498260732
"NS49",245000,695000,877001.457777778,864583.790672091,1.43625953200368
"NS50",255000,605000,923446.577777778,922292.399290927,0.125142361331196
"NS51",255000,615000,912946.168888889,914358.938789912,-0.15450933337985
"NS52",255000,625000,912946.168888889,907764.467965565,0.570819976566933
"NS53",255000,635000,912946.168888889,902201.086380764,1.19098532137994
"NS54",255000,645000,894795.342222222,897171.00955582,-0.264795374381754
"NS55",255000,655000,894795.342222222,892068.889549136,0.30563252513653
"NS56",255000,665000,894795.342222222,886360.863753872,0.951585162800333
"NS57",255000,675000,870842.382222222,879879.82643318,-1.02712256145182
"NS58",255000,685000,870842.382222222,872628.477284589,-0.204679896297287
"NS59",255000,695000,852003.608888889,864821.548728745,-1.48214852632866
"NS60",265000,605000,923446.577777778,919384.928061829,0.441779018991623
"NS61",265000,615000,912946.168888889,912432.532776905,0.0562930511059533
"NS62",265000,625000,912946.168888889,906749.305804314,0.683415255452346
"NS63",265000,635000,912946.168888889,901958.831980969,1.218163902646
"NS64",265000,645000,894795.342222222,897549.280850311,-0.306828681928172
"NS65",265000,655000,894795.342222222,892941.781687973,0.207579102273058
"NS66",265000,665000,894795.342222222,887692.276337664,0.800172094981284
"NS67",265000,675000,870842.382222222,881741.123913123,-1.23604779172974
"NS68",265000,685000,870842.382222222,875193.096162985,-0.497114746429881
"NS69",265000,695000,852003.608888889,868292.14452734,-1.8759280204381
"NS70",275000,605000,924382.471111111,919302.760393234,0.552561238443878
"NS71",275000,615000,913315.253333333,913817.564125099,-0.0549683888213333
"NS72",275000,625000,913315.253333333,909437.846606782,0.426352030654794
"NS73",275000,635000,913315.253333333,905586.439726175,0.853459511771758
"NS74",275000,645000,899456.551111111,901763.543350207,-0.255831171719966
"NS75",275000,655000,899456.551111111,897467.273122712,0.221654655046881
"NS76",275000,665000,899456.551111111,892444.343829367,0.785730486189828
"NS77",275000,675000,879809.44,886815.019472132,-0.789970773871412
"NS78",275000,685000,879809.44,880794.735599215,-0.111864383311131
"NS79",275000,695000,872081.066666667,874667.988655764,-0.295760451125357
"NS80",285000,605000,927881.511111111,921245.595387154,0.720319940435443
"NS81",285000,615000,916465.084444444,917516.79954476,-0.114626249986593
"NS82",285000,625000,916465.084444444,914545.286728399,0.209918277848544
"NS83",285000,635000,916465.084444444,911713.657048559,0.52115347391709
"NS84",285000,645000,905084.071111111,908507.915279111,-0.376864539143657
"NS85",285000,655000,905084.071111111,904503.493514386,0.0641874355254473
"NS86",285000,665000,905084.071111111,899640.463460799,0.605087017692744
"NS87",285000,675000,892060.888888889,894292.532081968,-0.249542863550922
"NS88",285000,685000,892060.888888889,888825.582670741,0.36399787328645
"NS89",285000,695000,884256.906666667,883530.854917472,0.0821761622871781
"NS90",295000,605000,927881.511111111,924164.209664071,0.402233867982335
"NS91",295000,615000,916465.084444444,922229.568100709,-0.625059513992437
"NS92",295000,625000,916465.084444444,920664.558333293,-0.456135065788877
"NS93",295000,635000,916465.084444444,918829.44018464,-0.25732259294176
"NS94",295000,645000,905084.071111111,916332.245652918,-1.22752141433064
"NS95",295000,655000,905084.071111111,912762.237507017,-0.841201145314297
"NS96",295000,665000,905084.071111111,908238.596281194,-0.347323399710128
"NS97",295000,675000,892060.888888889,903358.913691204,-1.25066843655198
"NS98",295000,685000,892060.888888889,898646.221769355,-0.732805938637364
"NS99",295000,695000,884256.906666667,894434.186751561,-1.137845605148
"NT00",305000,605000,929610.72,927085.41119948,0.272392248870833
"NT01",305000,615000,924470.382222222,926831.99799455,-0.254805161824085
"NT02",305000,625000,924470.382222222,926536.050152792,-0.222945230272365
"NT03",305000,635000,924470.382222222,925728.795221099,-0.135937545139954
"NT04",305000,645000,919722.008888889,924022.800333062,-0.465442134395671
"NT05",305000,655000,919722.008888889,921134.056303616,-0.153294453186732
"NT06",305000,665000,919722.008888889,917312.279860449,0.262694513236645
"NT07",305000,675000,908588.604444444,913258.671008637,-0.511362959087442
"NT08",305000,685000,908588.604444444,909663.007001938,-0.118109953820664
"NT09",305000,695000,908495.217777778,906917.806160885,0.173931044927871
"NT10",315000,605000,931269.333333333,929428.012838115,0.198113298693911
"NT11",315000,615000,932019.626666667,930593.461452678,0.153253302657247
"NT12",315000,625000,932019.626666667,931399.435011984,0.0665870765398175
"NT13",315000,635000,932019.626666667,931594.12232363,0.0456748634239676
"NT14",315000,645000,934621.688888889,930877.825601816,0.402186321782108
"NT15",315000,655000,934621.688888889,928958.884575408,0.609586108438948
"NT16",315000,665000,934621.688888889,926218.667910551,0.907239431623018
"NT17",315000,675000,923603.324444445,923454.087498352,0.016160732635489
"NT18",315000,685000,923603.324444445,921428.884438842,0.235985656877544
"NT19",315000,695000,936855.164444444,920516.407088213,1.77495558258595
"NT20",325000,605000,931269.333333333,931257.644748316,0.00125513976538872
"NT21",325000,615000,932019.626666667,933603.409544507,-0.169641933785654
"NT22",325000,625000,932019.626666667,935475.348945975,-0.369408160589387
"NT23",325000,635000,932019.626666667,936666.979879054,-0.49615854003817
"NT24",325000,645000,934621.688888889,936969.452976076,-0.250569971062542
"NT25",325000,655000,934621.688888889,936229.611978414,-0.171744523880931
"NT26",325000,665000,934621.688888889,934915.813486974,-0.031460008895189
"NT27",325000,675000,923603.324444445,933840.930586681,-1.09629015037978
"NT28",325000,685000,923603.324444445,933740.51566522,-1.0856539960198
"NT29",325000,695000,936855.164444444,934914.51401252,0.207575174290004
"NT30",335000,605000,930475.68,933228.831766222,-0.295013577860826
"NT31",335000,615000,939401.831111111,936452.234490657,0.314975661525211
"NT32",335000,625000,939401.831111111,939314.003833819,0.0093501509541234
"NT33",335000,635000,939401.831111111,941498.163763591,-0.222659239620795
"NT34",335000,645000,949854.026666667,942851.155441143,0.742733482916164
"NT35",335000,655000,949854.026666667,943453.354811876,0.678430133524351
"NT36",335000,665000,949854.026666667,943808.572984439,0.640538119198435
"NT37",335000,675000,939797.617777778,944636.801141462,-0.512279783916557
"NT38",335000,685000,939797.617777778,946546.912581621,-0.71304387707893
"NT39",335000,695000,963681.706666667,949704.003202742,1.47179578234763
"NT40",345000,605000,933060.622222222,936123.183857647,-0.327153700307268
"NT41",345000,615000,949958.151111111,939948.564904199,1.06490786630781
"NT42",345000,625000,949958.151111111,943607.151622892,0.673055463525916
"NT43",345000,635000,949958.151111111,946770.061692084,0.336733231015924
"NT44",345000,645000,949854.026666667,949298.344429599,0.0585361009348032
"NT45",345000,655000,949854.026666667,951377.221591239,-0.160104203674841
"NT46",345000,665000,939797.617777778,953473.220047228,-1.43429327451615
"NT47",345000,675000,939797.617777778,956145.203061378,-1.70973877516291
"NT48",345000,685000,939797.617777778,959852.692922462,-2.08939093389654
"NT49",345000,695000,963681.706666667,964609.185603209,-0.0961507468915699
"NT50",355000,605000,933060.622222222,940918.519026167,-0.835130422565997
"NT51",355000,615000,949958.151111111,945120.25188936,0.511881870278359
"NT52",355000,625000,949958.151111111,949426.593770521,0.0559871973334583
"NT53",355000,635000,949958.151111111,953487.889727289,-0.370192286048543
"NT54",355000,645000,963858.951111111,957185.159389897,0.697231006534608
"NT55",355000,655000,963858.951111111,960683.553449629,0.330535237131946
"NT56",355000,665000,962123.128888889,964359.977862339,-0.231951659629109
"NT57",355000,675000,962123.128888889,968518.64969042,-0.660340490456749
"NT58",355000,685000,962123.128888889,973476.139138087,-1.16623405471959
"NT59",355000,695000,985860.16,979295.054014872,0.670391008124939
"NT60",365000,605000,941134.56,948450.780912451,-0.771386460920263
"NT61",365000,615000,963891.982222222,952889.716316296,1.15462111905865
"NT62",365000,625000,963891.982222222,957666.225180203,0.650096753787828
"NT63",365000,635000,963891.982222222,962494.225406017,0.145222358670873
"NT64",365000,645000,982604.213333333,967176.785797929,1.59509903069858
"NT65",365000,655000,982604.213333333,971790.040922006,1.11280955308692
"NT66",365000,665000,989613.244444444,976589.369696768,1.33360808050989
"NT67",365000,675000,989613.244444444,981694.350455589,0.806655756466409
"NT68",365000,685000,989613.244444444,987362.971722184,0.227907343774039
"NT69",365000,695000,1009740.97777778,993536.48055441,1.63099166870304
"NT70",375000,605000,941134.56,959076.623474607,-1.87076434097679
"NT71",375000,615000,963891.982222222,963745.387498457,0.0152109390785584
"NT72",375000,625000,963891.982222222,968843.789213571,-0.511104787632275
"NT73",375000,635000,963891.982222222,974154.960666292,-1.05352627235512
